SOC_2020_ext,SOC2020_ext_SUG_title,INDEXOCC_-_natural_word_order
2111/04,Research and development chemists ,Research worker
2433/02,Economists,Research worker
2434/01,Intelligence analysts,Research worker
2434/99,Business and related research professionals n.e.c.,Research worker
2114/01,Geologists,Research worker
2115/07,Historians,Research worker
2112/03,Botanical and horticultural scientists,Research worker
2113/02,Biomedical scientists ,Research worker
2114/04,Meteorologists ,Research worker
2114/01,Geologists,Research worker
2434/99,Business and related research professionals n.e.c.,Research worker
2114/99,Physical scientists n.e.c.,Research worker
2434/99,Business and related research professionals n.e.c.,Research worker
2434/99,Business and related research professionals n.e.c.,Research worker
2112/07,Zoological scientists,Research worker
2434/99,Business and related research professionals n.e.c.,Research worker
3229/06,Homelessness and housing advice support workers,Resettlement worker
6136/03,Senior residential care workers,Senior residential worker
6135/03,Residential care workers,Residential worker
6135/99,Care workers and home carers n.e.c.,Resource worker
9263/00,Kitchen and catering assistants,Restaurant worker
7111/00,Sales and retail and assistants,Retail worker
}}}}/}},}}}}/}},Retort worker
5212/99,"Metal plate workers, smiths, moulders and related occupations n.e.c.",Oil rig worker
8132/02,Offshore drilling workers,Oil rig worker
8132/02,Offshore drilling workers,Oil rig worker
9129/99,Elementary construction occupations n.e.c.,River worker
8152/00,Road construction operatives,Road worker
8112/00,Textile process operatives,Card room worker
9252/00,Warehouse operatives ,Cotton room worker
9259/99,Elementary storage occupations n.e.c.,Grey room worker
8111/03,Food process bakery workers,Icing room worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Nut room worker
8131/00,Paper and wood machine operatives,Pattern room worker
9252/00,Warehouse operatives ,Pattern room worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Sausage room worker
5412/01,Footwear makers and repairers,Shoe room worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Starch room worker
9263/00,Kitchen and catering assistants,Still room worker
9252/00,Warehouse operatives ,Stock room worker
9139/00,Elementary process plant occupations n.e.c.,Ware room worker
8112/00,Textile process operatives,Rope worker
8119/04,Rubber workers,Rubber worker
5412/02,Leather workers (excludes leather dressing),Saddle worker
3582/99,Health and safety managers and officers n.e.c.,Safety worker
8143/00,Routine inspectors and testers,Salle worker
8113/00,Chemical and related process operatives,Salt worker
8132/01,Coal miners and quarry workers,Salvage worker
9225/99,Refuse and salvage occupations n.e.c.,Salvage worker
8132/01,Coal miners and quarry workers,Sand worker
8139/99,Plant and machine operatives n.e.c.,Hot saw worker
8132/01,Coal miners and quarry workers,Screen worker
9119/99,Fishing and other elementary agriculture occupations n.e.c.,Seasonal worker
8111/01,Brewery and distillery workers,Sediment worker
5112/00,Horticultural trades ,Seed worker
5312/03,Stonemasons ,Serpentine worker
9263/00,Kitchen and catering assistants,Service worker
8112/00,Textile process operatives,Service worker
3229/99,Welfare and housing associate professionals n.e.c.,Sessional worker
3229/06,Homelessness and housing advice support workers,Settlement worker
8134/99,Water and sewerage plant operatives n.e.c.,Sewage worker
8234/99,Rail transport operatives n.e.c.,Shed worker
8113/00,Chemical and related process operatives,Shed worker
8113/00,Chemical and related process operatives,Sheepskin worker
5211/01,Metal fabricators and finishers,Sheet worker
6135/99,Care workers and home carers n.e.c.,Shelter worker
8132/01,Coal miners and quarry workers,Shift worker
9259/99,Elementary storage occupations n.e.c.,Ship worker
5412/01,Footwear makers and repairers,Shoe worker
5412/01,Footwear makers and repairers,Shoeroom worker
7111/00,Sales and retail and assistants,Charity shop worker
5212/99,"Metal plate workers, smiths, moulders and related occupations n.e.c.",Core shop worker
5233/00,Vehicle paint technicians,Paint shop worker
9139/00,Elementary process plant occupations n.e.c.,Paint shop worker
9139/00,Elementary process plant occupations n.e.c.,Scrap shop worker
7111/00,Sales and retail and assistants,Shop worker
7111/00,Sales and retail and assistants,Shop worker
7111/00,Sales and retail and assistants,Shop worker
4129/99,Finance administrative occupations n.e.c.,Shop worker
8146/00,Sewing machinists,Silk worker
8112/00,Textile process operatives,Silk worker
9252/00,Warehouse operatives ,Silo worker
5449/03,"Goldsmiths, silversmiths, jewellers and precious stone workers",Silver worker
5312/03,Stonemasons ,Enamelled slate worker
5431/02,Slaughterers,Slaughterhouse worker
5412/01,Footwear makers and repairers,Slipper worker
8132/01,Coal miners and quarry workers,Slurry worker
8113/00,Chemical and related process operatives,Soap worker
2461/02,"Children, family and school social workers",Adoption social worker
2461/01,Adult social workers,Adult social worker
2461/02,"Children, family and school social workers",Education social worker
2461/03,Criminal justice social workers,Forensic social worker
2461/02,"Children, family and school social workers",Fostering social worker
2461/04,Mental health and healthcare social workers,Mental health social worker
2461/03,Criminal justice social workers,Criminal justice social worker
2461/04,Mental health and healthcare social workers,Medical social worker
2461/04,Mental health and healthcare social workers,Psychiatric social worker
6136/03,Senior residential care workers,Senior resident social worker
6135/03,Residential care workers,Resident social worker
6135/03,Residential care workers,Residential social worker
2461/02,"Children, family and school social workers",Supervising social worker
2461/02,"Children, family and school social workers",Social worker
2461/01,Adult social workers,Social worker
2461/02,"Children, family and school social workers",Social worker
2461/02,"Children, family and school social workers",Social worker
2461/04,Mental health and healthcare social workers,Social worker
2461/02,"Children, family and school social workers",Social worker
2461/99,Social workers n.e.c.,Social worker
8120/99,Metal working machine operatives n.e.c.,Spoon and fork worker
8139/04,Spring makers,Spring worker
5235/00,Boat and ship builders and repairers,Steel worker
5311/00,Steel erectors ,Steel worker
9139/00,Elementary process plant occupations n.e.c.,Steel worker
8149/00,Assemblers and routine operatives n.e.c.,Stencil worker
5449/99,Other skilled trades n.e.c.,Artificial stone worker
5449/03,"Goldsmiths, silversmiths, jewellers and precious stone workers",Precious stone worker
8119/02,Concrete operatives (concrete production),Stone worker
8132/01,Coal miners and quarry workers,Stone worker
8132/99,Mining and quarry workers and related operatives n.e.c.,Stone worker
9252/00,Warehouse operatives ,Cold store worker
3229/07,Mental health project workers,Str worker
5419/99,"Textiles, garments and related trades n.e.c.",Straw worker
8115/99,Metal making and treating process operatives n.e.c.,Copper strip worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Sugar worker
9252/00,Warehouse operatives ,Supply worker
6135/99,Care workers and home carers n.e.c.,Adult support worker
6135/99,Care workers and home carers n.e.c.,Autism support worker
6113/01,Behaviour support assistants ,Behaviour support worker
3111/05,Medical laboratory technicians,Biomedical support worker
3229/05,Health advisers,Breastfeeding support worker
6132/00,Ambulance staff (excluding paramedics),Emergency care support worker
6135/99,Care workers and home carers n.e.c.,Mental health care support worker
6131/99,Nursing auxiliaries and assistants n.e.c.,Health care support worker
6135/02,Home care workers,Home care support worker
6136/99,Senior care workers n.e.c.,Senior care support worker
6135/99,Care workers and home carers n.e.c.,Care support worker
6131/99,Nursing auxiliaries and assistants n.e.c.,Care support worker
6135/99,Care workers and home carers n.e.c.,Carers support worker
3221/01,Community workers,Children's centre support worker
6135/99,Care workers and home carers n.e.c.,Children support worker
4159/99,Other administrative occupations n.e.c.,Clerical support worker
6131/99,Nursing auxiliaries and assistants n.e.c.,Clinical support worker
6113/02,Communication support assistants,Communication support worker
6135/01,Community support workers,Community support worker
3229/99,Welfare and housing associate professionals n.e.c.,Crisis support worker
6135/99,Care workers and home carers n.e.c.,Learning disabilities support worker
6137/00,Care escorts,Driver support worker
3224/05,Substance misuse workers,Drug and alcohol support worker
6113/99,Educational support assistants n.e.c.,Education support worker
6113/99,Educational support assistants n.e.c.,Educational support worker
3221/02,Family support workers,Family support worker
3223/00,Housing officers,Floating support worker
6136/99,Senior care workers n.e.c.,Senior mental health support worker
6135/99,Care workers and home carers n.e.c.,Mental health support worker
6131/99,Nursing auxiliaries and assistants n.e.c.,Health support worker
6135/03,Residential care workers,Health support worker
6131/99,Nursing auxiliaries and assistants n.e.c.,Healthcare support worker
6135/02,Home care workers,Home support worker
3229/99,Welfare and housing associate professionals n.e.c.,Hostel support worker
3223/00,Housing officers,Housing support worker
6113/99,Educational support assistants n.e.c.,Inclusion support worker
6135/02,Home care workers,Integrated support worker
6113/03,Learning support assistants,Learning support worker
6131/03,Maternity care assistants,Maternity support worker
6131/03,Maternity care assistants,Midwifery support worker
6135/03,Residential care workers,Waking night support worker
6135/03,Residential care workers,Night support worker
6111/00,Early education and childcare assistants,Nursery support worker
3229/99,Welfare and housing associate professionals n.e.c.,Outreach support worker
3221/99,Youth and community workers n.e.c.,Outreach support worker
3222/03,Welfare and attendance officers,Pastoral support worker
3229/99,Welfare and housing associate professionals n.e.c.,Peer support worker
3229/99,Welfare and housing associate professionals n.e.c.,Placement support worker
3229/99,Welfare and housing associate professionals n.e.c.,Project support worker
3222/03,Welfare and attendance officers,Pupil support worker
6135/02,Home care workers,Reablement support worker
3224/05,Substance misuse workers,Addiction recovery support worker
